id,comentario,clasificación
1000,"La aplicación funcionaba. El asesor de cuenta en alta me solicitó hace 1 mes desinstalar y volver a instalar la aplicación. Desde entonces, al igual que muchos otros comentarios, no he podido volver a ingresar a mi cuenta. Es realmente increíble que luego de más de un mes no hayan podido solucionar el problema y que siga saliendo el mismo mensaje de error ""Ocurrió un problema! Nuestro equipo está trabajando para solucionarlo, danos unos MINUTOS.."". Si, ya van unos 50.400 minutos.",
1001,"Esta última actualización a sido desastrosa en realidad, empezando que ahora se demora muchísimo para ingresar y de 10 intentos de ingreso, 8 son de error que no se puede ingresar y las otras 2 cuando ingreso y quiero hacer unos movimientos o cambios de mi tarjeta... Se sale de la aplicación y otra vez volver a internar de 0, manden alguna actualización de mejora porfavor",
1002,La app es un desastre muy aparte de que aparece error por pagos de servicios o transferencias el otro es que no se actualiza los pagos que realizas en la tarjeta de crédito y sigue apareciendo deuda pendiente. Se supone que actualizaron la app para mejorar no para arruinar más la app.,
1003,"Con las actualizaciones de la aplicación, no carga mis favoritos y se congela, arroja errores, me saca de la aplicación. Es dificil identificar las operaciones que se hizo en el listado de movimientos. En la constancia de transferencia solo aparece numero de operación en lugar de numero de cuenta",
1004,"No se supone que cada actualización es para la mejora de la app y la experiencia de uso del cliente??? En vez de arreglar las fallas, las aumentan. Han vuelto la app más vulnerable que antes, que a cada rato sale el mensaje de ""estamos trabajando para brindarte una mejor experiencia"". MALA EXPERIENCIA!!!",
1005,"normalmente no doy reseñas ni claificacion a las apps, pero sin duda la banca movil de bcp tengo que hacerlo para que sus programadores se dean cuenta que existe un gran fallo en esta, ya no se puede realizar operaciones de pago pasado la media noche, en muchas veces al día no se puede ingresar a la app si no es cerrando y abriendola a cada rato, es muy inestable e ineficiente, espero que mejore , sin duda alguna la versión antigua estaba muchísima mejor que esto, no se colgaba tal como esta",
1006,"Esta última actualización es una porquería en toda su extensión. No hay forma de ocultar las cuentas para rehabilitarlas con la clave token, Estamos totalmente expuestos como clientes. Se cuelga a cada rato, en caso todas las operaciones. Por errores del sistema se terminan haciendo dos veces un mismo pago, luego vuelve a arrojar mensajes de error. Que basura de ocurrencia está actualización.",
1007,"La última actualización generó demasiados problemas para realizar transferencias interbancarias durante más de 2 semanas, tampoco realizar pagos de algunos servicios. Se pudo resolver los inconvenientes pero unos días después nuevamente no se puede hacer transferencias interbancarias. La idea es mejorar no empeorar el aplicativo.",
1008,"Realmente es molesto que luego de hacer una operación no se pueda ver el detalle, del mismo modo pasa cuando alguien te hace un abono no puedes ver el detalle de la operación, es una aplicación bastante deficiente a mi parecer, aparte que solo se pueden ver los últimos 20 movimientos y si quieres ver toda la operación del mes tienes que esperar hasta una semana pasado ese mes para poder generar el histórico, cuando se supone que para eso está la app para facilitar y hacer más ágil el proceso.",
1009,"Mala experiencia.. no se puede ingresar, me envían un código pero no permite ingresarlo solo dice error de conección cuando antes no he tenido este tipo de problemas. En la situación que estamos donde todo pago se maneja de forma digital deben agilizar las cosas no crear malestar a los usuarios.",
1010,Usualmente el app funciona bien. Hoy día quiero ingresar y me sale un aviso que hay una nueva versión y que debo actualizar. Oprimo el botón de actualizar y me envía a la tienda. Las opciones que presenta son abrir y desinstalar. He desinstalado el programa y lo he vuelto a instalar con exactamente los mismos resultados. No puedo realizar operaciones,
1011,"La version estaba anterior, no se puede realizar la descripcion, añidar favoritos es un problema , no se pueden editar, al transferir se queda paralizada. Los q usamos para transferencia la descripcion de la transaccion es importante. Pesimo servicio. Si existiera cero estrellas lo calificaria asi, no es util en comparacion a la version anterior.",
1012,"Desde hace días intento actualizar sin éxito la aplicación, me sale error, luego intente desinstalarlo y al volver a instalar me sigue saliendo error, que no se puede, se detiene al 80% aproximado, no creo que sea problema de mi teléfono ya que con otras aplicaciones normal, así que surgieron que arreglen la app, yo manejo la app constantemente así que ahora no se que hacer.",
1013,"Muy malo al actualizar, muy lento, demasiado y eso q tengo un internet rápido y buena velocidad, y al actualizar salen errores o se quedan congelados en el 70% y después error, y lo peor es q es obligatorio actualizar por qué así uno no puede usar el token digital, pésimo servicio de parte de bcp. Pesimos ingenieros y administración",
1014,"Algo pasa con el app que cuando entro aparece una pantalla negra que me obliga a reinstalarlo e instalarlo otra vez. El tema con eso es que el token digital que había activado yendo a una agencia ya no sirve y me obliga a ir nuevamente a una agencia a activarlo. Por ello, no es nada eficaz. Llevo mucho más tiempo usando el app bbva por ejemplo y es muchísimo mejor con esta.",
1015,"Todo bien, hasta el momento que quiero validar el token digital sale error y me pide ajustar la fecha en automático,(ajuste que siempre esta en automático en mi equipo) y no permite continuar con la transferencia... Esta actualizacion le falta corregir muchos detalles hasta ahora no pasa nada, solo sirve como informativo.",
1016,"La app es pésima, malísima, la anterior versión era mejor, la app no abre y si abre, te sale que no tienes internet, cuando yo tengo un plan ilimitado de internet, cada vez te sale inténtalo nuevamente o estamos trabajando, en lugar de mejor, lo malograrón. Estoy pensando buscar otro banco y así evitar malos momentos, no puedes pagar o transferir. Porque no prueban la app antes de lanzarla. Mala la app.",
1017,"Es la peor app se supone que acaba actualización que se da, debe mejorar pero es peor, no se puede hacer pagos sale error, o no tiene pagos pendientes, se tiene que intentar más de 10 veces para poder realizar el pago la verdad que es una pérdida de tiempo y ala vez me genera una amargura. 😡 Banco tan grande para esto.",
1018,"Esta App, esta de mal en peor, solo encuentras accesos conveniente para el banc, sin embargo no existe ningún beneficio para el usuario, por ejemplo, no puedo ver la información de mis transacciones, y el historial de de estas, son limitadas, como máximo se puede ver un mes atrás... me tiene muy limitado esta app...Les pongo como ejemplo la App de Scotiabank...",
1019,"Actualice a la nueva versión por que me obligó el app, pero sinceramente esta versión no sirve, se la pasa colgada, nunca abre, tiene demasiados errores, por que lanzan la actualización sin haber hecho las pruebas correspondientes primero?. Si ya funcionaba muy bien la versión anterior, por que desmejorarla. La verdad no entiendo.... Por cierto, no puedo iniciar sesión por que nunca llega el mensaje con el código 🙄🙄🙄",
1020,"No entiendo para que actualizan su app es lo peor que han hecho, la versión anterior estaba mejor no tenía problemas de conexión, te pedía cerrar sesión y no se tenia problemas, con esta última versión todo falla cuando se quiere transferir o pagar un servicio es muy lenta o no se concreta la operación, los favoritos ya sea para pagos de servicios o de transferencia muchas veces no salen, cuando logras abrir la app y después la cierras ya no abre sale un mensaje de error....pésima...0 estrellas.",
1021,Desde el 13 de set se cierra automáticamente en el celular cada vez que lo abro y es el celular donde siempre he hecho mis operaciones. Y en mi otro celular si abre pero no puedo hacer nada porque no tiene el token activado. Dice que debemos esperar una actualización. Ya lo desinstale y volví a instalar con reinicios incluidos y nada,
1022,La aplicación sigo sin poder descargarla. Se para em 73% y no sigue igual esta yape. Se para en 84% las 2 aplicaciones me obligaron a actualizar si no no fuera echo nada... revise la memoria de mi equipo actualice software y nada. Sigue igual. Esa aplicaciones están defectuosas. Tengo un j7 Android 9 no creo que sea mi equipo,
1023,"Pesima, la nueva versión expone los datos; en mi caso se abre o ejecuta cada rato la app bcp como que fuera una publicidad y molesta. La desistale hace la vuelvo a instalar dice que mandara sms para confirmar, nunca lo envía. Y nuevamente se abre automáticamente la app bcp. Recontra pésimo.",
1024,"Entro a la app y me bota al rato, y no se puede concluir ninguna operación, e intentado en varias ocasiones y lo mismo me bota mientras estoy en la app, del mismo modo e desinstalado y vuelto a instalar y sigue el mismo error, porfavor de corregir ello ya que no se puede realizar casi nada.",
1025,"Es muy lento para ingresar y le falta el pago con QR, ya que hay personas que no manejan muchas aplicaciones y solo tienen la aplicación de su banco. Lo único que les queda es usar la tarjeta o hacer transferencia manualmente con el número de depósito. Deberían de implementar el pago con QR dentro de la aplicación BCP.",
